
----------------- EPOCH 1 -----------------
--- Inicio del Episodio 1 ---
Acción: south, Recompensa: 0, Info: {'moves': 1, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 180, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 181, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 182, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 183, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 184, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 185, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 186, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 187, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 188, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 189, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 190, 'score': 5}
Acción: take nest, Recompensa: 0, Info: {'moves': 191, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 192, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 193, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 194, 'score': 5}
Acción: open window, Recompensa: 0, Info: {'moves': 195, 'score': 5}
Acción: west, Recompensa: 10, Info: {'moves': 196, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 197, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 198, 'score': 15}
Acción: take bottle, Recompensa: 0, Info: {'moves': 199, 'score': 15}
Acción: open bottle, Recompensa: 0, Info: {'moves': 200, 'score': 15}
Acción: take sack, Recompensa: 0, Info: {'moves': 201, 'score': 15}
Acción: put down all, Recompensa: 0, Info: {'moves': 202, 'score': 15}
Acción: take sack, Recompensa: 0, Info: {'moves': 203, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 204, 'score': 15}
Acción: put down sack, Recompensa: 0, Info: {'moves': 205, 'score': 15}
Acción: take sack, Recompensa: 0, Info: {'moves': 206, 'score': 15}
Acción: close window, Recompensa: 0, Info: {'moves': 207, 'score': 15}
Acción: open sack, Recompensa: 0, Info: {'moves': 208, 'score': 15}
Acción: close sack, Recompensa: 0, Info: {'moves': 209, 'score': 15}
Acción: put down sack, Recompensa: 0, Info: {'moves': 210, 'score': 15}
Acción: take sack, Recompensa: 0, Info: {'moves': 211, 'score': 15}
Acción: open sack, Recompensa: 0, Info: {'moves': 212, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 213, 'score': 15}
Acción: take all from sack, Recompensa: 0, Info: {'moves': 214, 'score': 15}
Acción: put down lunch, Recompensa: 0, Info: {'moves': 215, 'score': 15}
Acción: close sack, Recompensa: 0, Info: {'moves': 216, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 217, 'score': 15}
Acción: open window, Recompensa: 0, Info: {'moves': 218, 'score': 15}
Acción: open sack, Recompensa: 0, Info: {'moves': 219, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 220, 'score': 15}
Acción: put down sack, Recompensa: 0, Info: {'moves': 221, 'score': 15}
Acción: put garlic in sack, Recompensa: 0, Info: {'moves': 222, 'score': 15}
Acción: take garlic, Recompensa: 0, Info: {'moves': 223, 'score': 15}
Acción: put garlic in sack, Recompensa: 0, Info: {'moves': 224, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 225, 'score': 15}
Acción: north, Recompensa: 0, Info: {'moves': 226, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 227, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 228, 'score': 15}
Acción: up, Recompensa: 0, Info: {'moves': 229, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 230, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 231, 'score': 15}
Acción: go around trees, Recompensa: 0, Info: {'moves': 232, 'score': 15}
Acción: go around trees, Recompensa: 0, Info: {'moves': 233, 'score': 15}
Acción: go around trees, Recompensa: 0, Info: {'moves': 234, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 235, 'score': 15}
Acción: go around trees, Recompensa: 0, Info: {'moves': 236, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 237, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 238, 'score': 15}
Acción: north, Recompensa: 0, Info: {'moves': 239, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 240, 'score': 15}
Acción: north, Recompensa: 0, Info: {'moves': 241, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 242, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 243, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 244, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 245, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 246, 'score': 15}
Acción: south, Recompensa: 0, Info: {'moves': 247, 'score': 15}
Acción: east, Recompensa: 0, Info: {'moves': 248, 'score': 15}
Acción: west, Recompensa: 0, Info: {'moves': 249, 'score': 15}
Acción: take nest, Recompensa: 0, Info: {'moves': 250, 'score': 15}
Acción: up, Recompensa: 0, Info: {'moves': 251, 'score': 15}
Acción: north, Recompensa: -10, Info: {'moves': 252, 'score': 5}
--- Fin del Episodio 5 ---
Recompensa Total: 5
--------------------------------------------------
--- Inicio del Episodio 6 ---
Acción: open mailbox, Recompensa: 0, Info: {'moves': 1, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 2, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 3, 'score': 0}
Acción: close mailbox, Recompensa: 0, Info: {'moves': 4, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 5, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 6, 'score': 0}
Acción: up, Recompensa: 0, Info: {'moves': 7, 'score': 0}
Acción: take egg, Recompensa: 5, Info: {'moves': 8, 'score': 5}
Acción: put down egg, Recompensa: 0, Info: {'moves': 9, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 10, 'score': 5}
Acción: take canary, Recompensa: 0, Info: {'moves': 11, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 12, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 13, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 14, 'score': 5}
Acción: put down canary, Recompensa: 0, Info: {'moves': 15, 'score': 5}
Acción: take leaves, Recompensa: 0, Info: {'moves': 16, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 17, 'score': 5}
Acción: take egg, Recompensa: 0, Info: {'moves': 18, 'score': 5}
Acción: put down all, Recompensa: 0, Info: {'moves': 19, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 20, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 21, 'score': 5}
Acción: open window, Recompensa: 0, Info: {'moves': 22, 'score': 5}
Acción: close window, Recompensa: 0, Info: {'moves': 23, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 24, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 25, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 26, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 27, 'score': 5}
Acción: open mailbox, Recompensa: 0, Info: {'moves': 28, 'score': 5}
Acción: close mailbox, Recompensa: 0, Info: {'moves': 29, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 30, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 31, 'score': 5}
Acción: open mailbox, Recompensa: 0, Info: {'moves': 32, 'score': 5}
Acción: close mailbox, Recompensa: 0, Info: {'moves': 33, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 34, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 35, 'score': 5}
Acción: northwest, Recompensa: 0, Info: {'moves': 36, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 37, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 38, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 39, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 40, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 41, 'score': 5}
Acción: take nest, Recompensa: 0, Info: {'moves': 42, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 43, 'score': 5}
Acción: take all, Recompensa: 0, Info: {'moves': 44, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 45, 'score': 5}
Acción: put down nest, Recompensa: 0, Info: {'moves': 46, 'score': 5}
Acción: put down egg, Recompensa: 0, Info: {'moves': 47, 'score': 5}
Acción: put down leaves, Recompensa: 0, Info: {'moves': 48, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 49, 'score': 5}
Acción: take leaves, Recompensa: 0, Info: {'moves': 50, 'score': 5}
Acción: take egg, Recompensa: 0, Info: {'moves': 51, 'score': 5}
Acción: put down all, Recompensa: 0, Info: {'moves': 52, 'score': 5}
Acción: go around forest, Recompensa: 0, Info: {'moves': 53, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 54, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 55, 'score': 5}
Acción: northwest, Recompensa: 0, Info: {'moves': 56, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 57, 'score': 5}
Acción: open mailbox, Recompensa: 0, Info: {'moves': 58, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 59, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 60, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 61, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 62, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 63, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 64, 'score': 5}
Acción: close mailbox, Recompensa: 0, Info: {'moves': 65, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 66, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 67, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 68, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 69, 'score': 5}
Acción: take egg, Recompensa: 0, Info: {'moves': 70, 'score': 5}
Acción: take leaves, Recompensa: 0, Info: {'moves': 71, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 72, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 73, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 74, 'score': 5}
Acción: west, Recompensa: 0, Info: {'moves': 75, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 76, 'score': 5}
Acción: close egg, Recompensa: 0, Info: {'moves': 77, 'score': 5}
Acción: open egg, Recompensa: 0, Info: {'moves': 78, 'score': 5}
Acción: go around trees, Recompensa: 0, Info: {'moves': 79, 'score': 5}
Acción: put down all, Recompensa: 0, Info: {'moves': 80, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 81, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 82, 'score': 5}
Acción: south, Recompensa: 0, Info: {'moves': 83, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 84, 'score': 5}
Acción: east, Recompensa: 0, Info: {'moves': 85, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 86, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 87, 'score': 5}
Acción: southwest, Recompensa: 0, Info: {'moves': 88, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 89, 'score': 5}
Acción: southwest, Recompensa: 0, Info: {'moves': 90, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 91, 'score': 5}
Acción: southwest, Recompensa: 0, Info: {'moves': 92, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 93, 'score': 5}
Acción: down, Recompensa: 0, Info: {'moves': 94, 'score': 5}
Acción: north, Recompensa: 0, Info: {'moves': 95, 'score': 5}
Acción: southwest, Recompensa: 0, Info: {'moves': 96, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 97, 'score': 5}
Acción: up, Recompensa: 0, Info: {'moves': 98, 'score': 5}
Acción: jump, Recompensa: -10, Info: {'moves': 99, 'score': -5}
--- Fin del Episodio 6 ---
Recompensa Total: -5
--------------------------------------------------
--- Inicio del Episodio 7 ---
Acción: west, Recompensa: 0, Info: {'moves': 1, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 2, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 3, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 4, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 5, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 6, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 7, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 8, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 9, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 10, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 11, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 12, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 13, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 14, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 15, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 16, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 17, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 18, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 19, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 20, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 21, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 22, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 23, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 24, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 25, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 26, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 27, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 28, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 29, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 30, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 31, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 32, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 33, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 34, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 35, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 36, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 37, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 38, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 39, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 40, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 41, 'score': 0}
Acción: up, Recompensa: 0, Info: {'moves': 42, 'score': 0}
Acción: close nest, Recompensa: 0, Info: {'moves': 43, 'score': 0}
Acción: down, Recompensa: 0, Info: {'moves': 44, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 45, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 46, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 47, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 48, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 49, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 50, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 51, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 52, 'score': 0}
Acción: take leaves, Recompensa: 0, Info: {'moves': 53, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 54, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 55, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 56, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 57, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 58, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 59, 'score': 0}
Acción: put down leaves, Recompensa: 0, Info: {'moves': 60, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 61, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 62, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 63, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 64, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 65, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 66, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 67, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 68, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 69, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 70, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 71, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 72, 'score': 0}
Acción: up, Recompensa: 0, Info: {'moves': 73, 'score': 0}
Acción: down, Recompensa: 0, Info: {'moves': 74, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 75, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 76, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 77, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 78, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 79, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 80, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 81, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 82, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 83, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 84, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 85, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 86, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 87, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 88, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 89, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 90, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 91, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 92, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 93, 'score': 0}
Acción: open mailbox, Recompensa: 0, Info: {'moves': 94, 'score': 0}
Acción: take leaflet, Recompensa: 0, Info: {'moves': 95, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 96, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 97, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 98, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 99, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 100, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 101, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 102, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 103, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 104, 'score': 0}
Acción: put down leaflet, Recompensa: 0, Info: {'moves': 105, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 106, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 107, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 108, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 109, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 110, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 111, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 112, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 113, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 114, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 115, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 116, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 117, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 118, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 119, 'score': 0}
Acción: northwest, Recompensa: 0, Info: {'moves': 120, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 121, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 122, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 123, 'score': 0}
Acción: close mailbox, Recompensa: 0, Info: {'moves': 124, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 125, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 126, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 127, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 128, 'score': 0}
Acción: open window, Recompensa: 0, Info: {'moves': 129, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 130, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 131, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 132, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 133, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 134, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 135, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 136, 'score': 0}
Acción: open mailbox, Recompensa: 0, Info: {'moves': 137, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 138, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 139, 'score': 0}
Acción: up, Recompensa: 0, Info: {'moves': 140, 'score': 0}
Acción: open nest, Recompensa: 0, Info: {'moves': 141, 'score': 0}
Acción: close nest, Recompensa: 0, Info: {'moves': 142, 'score': 0}
Acción: down, Recompensa: 0, Info: {'moves': 143, 'score': 0}
Acción: up, Recompensa: 0, Info: {'moves': 144, 'score': 0}
Acción: open nest, Recompensa: 0, Info: {'moves': 145, 'score': 0}
Acción: take nest, Recompensa: 0, Info: {'moves': 146, 'score': 0}
Acción: shake nest, Recompensa: 0, Info: {'moves': 147, 'score': 0}
Acción: put down nest, Recompensa: 0, Info: {'moves': 148, 'score': 0}
Acción: down, Recompensa: 0, Info: {'moves': 149, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 150, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 151, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 152, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 153, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 154, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 155, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 156, 'score': 0}
Acción: take leaves, Recompensa: 0, Info: {'moves': 157, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 158, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 159, 'score': 0}
Acción: put down leaves, Recompensa: 0, Info: {'moves': 160, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 161, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 162, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 163, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 164, 'score': 0}
Acción: take on egg, Recompensa: 0, Info: {'moves': 165, 'score': 0}
Acción: go around forest, Recompensa: 0, Info: {'moves': 166, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 167, 'score': 0}
Acción: go around trees, Recompensa: 0, Info: {'moves': 168, 'score': 0}
Acción: take nest, Recompensa: 0, Info: {'moves': 169, 'score': 0}
Acción: take egg, Recompensa: 0, Info: {'moves': 170, 'score': 0}
Acción: shake egg, Recompensa: 0, Info: {'moves': 171, 'score': 0}
Acción: close egg, Recompensa: 0, Info: {'moves': 172, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 173, 'score': 0}
Acción: put down all, Recompensa: 0, Info: {'moves': 174, 'score': 0}
Acción: open egg, Recompensa: 0, Info: {'moves': 175, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 176, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 177, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 178, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 179, 'score': 0}
Acción: take all, Recompensa: 0, Info: {'moves': 180, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 181, 'score': 0}
Acción: put egg in nest, Recompensa: 0, Info: {'moves': 182, 'score': 0}
Acción: take egg, Recompensa: 0, Info: {'moves': 183, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 184, 'score': 0}
Acción: close nest, Recompensa: 0, Info: {'moves': 185, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 186, 'score': 0}
Acción: take leaves, Recompensa: 0, Info: {'moves': 187, 'score': 0}
Acción: put all in grating, Recompensa: 0, Info: {'moves': 188, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 189, 'score': 0}
Acción: north, Recompensa: 0, Info: {'moves': 190, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 191, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 192, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 193, 'score': 0}
Acción: west, Recompensa: 0, Info: {'moves': 194, 'score': 0}
Acción: south, Recompensa: 0, Info: {'moves': 195, 'score': 0}
Acción: east, Recompensa: 0, Info: {'moves': 196, 'score': 0}
Acción: west, Recompensa: 10, Info: {'moves': 197, 'score': 10}
Acción: put down leaves, Recompensa: 0, Info: {'moves': 198, 'score': 10}
Acción: open bottle, Recompensa: 0, Info: {'moves': 199, 'score': 10}
Acción: take all from table, Recompensa: 0, Info: {'moves': 200, 'score': 10}
Acción: put water on table, Recompensa: 0, Info: {'moves': 201, 'score': 10}
Acción: put down sack, Recompensa: 0, Info: {'moves': 202, 'score': 10}
Acción: take all, Recompensa: 0, Info: {'moves': 203, 'score': 10}
Acción: put all on table, Recompensa: 0, Info: {'moves': 204, 'score': 10}
Acción: close bottle, Recompensa: 0, Info: {'moves': 205, 'score': 10}
Acción: open sack, Recompensa: 0, Info: {'moves': 206, 'score': 10}
Acción: take bottle, Recompensa: 0, Info: {'moves': 207, 'score': 10}
Acción: put down bottle, Recompensa: 0, Info: {'moves': 208, 'score': 10}
Acción: take bottle, Recompensa: 0, Info: {'moves': 209, 'score': 10}
Acción: take food, Recompensa: 0, Info: {'moves': 210, 'score': 10}
Acción: put food in sack, Recompensa: 0, Info: {'moves': 211, 'score': 10}
Acción: close sack, Recompensa: 0, Info: {'moves': 212, 'score': 10}
Acción: take leaves, Recompensa: 0, Info: {'moves': 213, 'score': 10}
Acción: east, Recompensa: 0, Info: {'moves': 214, 'score': 10}
Acción: south, Recompensa: 0, Info: {'moves': 215, 'score': 10}
Acción: put down leaves, Recompensa: 0, Info: {'moves': 216, 'score': 10}
Acción: open bottle, Recompensa: 0, Info: {'moves': 217, 'score': 10}
Acción: take leaves, Recompensa: 0, Info: {'moves': 218, 'score': 10}
Acción: close bottle, Recompensa: 0, Info: {'moves': 219, 'score': 10}
Acción: west, Recompensa: 0, Info: {'moves': 220, 'score': 10}
Acción: open bottle, Recompensa: 0, Info: {'moves': 221, 'score': 10}
