Epoch,Episodio,Agente,Acción,Board,Reward,RewardAcum
10,69,X,2,"['X', ' ', 'X', ' ', ' ', 'O', ' ', ' ', ' ']",0.0,0.0
10,69,X,8,"['X', ' ', 'X', ' ', 'O', 'O', ' ', ' ', 'X']",0.0,0.0
10,69,X,6,"['X', 'O', 'X', ' ', 'O', 'O', 'X', ' ', 'X']",0.0,0.0
10,70,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,70,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', 'X', ' ']",0.0,0.0
10,70,O,2,"['O', ' ', 'O', ' ', ' ', 'X', 'O', 'X', ' ']",0.0,0.0
10,70,O,8,"['O', 'X', 'O', ' ', ' ', 'X', 'O', 'X', 'O']",0.0,0.0
10,71,X,7,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
10,71,X,0,"['X', ' ', ' ', ' ', ' ', ' ', 'O', 'X', ' ']",0.0,0.0
10,71,X,1,"['X', 'X', ' ', ' ', ' ', 'O', 'O', 'X', ' ']",0.0,0.0
10,71,X,4,"['X', 'X', ' ', ' ', 'X', 'O', 'O', 'X', 'O']",0.0,0.0
10,72,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,72,O,8,"['O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
10,72,O,5,"['O', 'X', ' ', ' ', ' ', 'O', ' ', 'X', 'O']",0.0,0.0
10,73,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,73,X,2,"['X', ' ', 'X', ' ', ' ', 'O', ' ', ' ', ' ']",0.0,0.0
10,73,X,8,"['X', ' ', 'X', ' ', 'O', 'O', ' ', ' ', 'X']",0.0,0.0
10,73,X,1,"['X', 'X', 'X', ' ', 'O', 'O', 'O', ' ', 'X']",1.0,1.0
10,74,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,74,O,3,"['O', ' ', ' ', 'O', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
10,74,O,1,"['O', 'O', 'X', 'O', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
10,74,O,5,"['O', 'O', 'X', 'O', ' ', 'O', 'X', 'X', ' ']",0.0,0.0
10,75,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,75,X,2,"['X', ' ', 'X', ' ', ' ', ' ', ' ', 'O', ' ']",0.0,0.0
10,75,X,8,"['X', ' ', 'X', 'O', ' ', ' ', ' ', 'O', 'X']",0.0,0.0
10,75,X,6,"['X', ' ', 'X', 'O', 'O', ' ', 'X', 'O', 'X']",0.0,0.0
10,76,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,76,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
10,76,O,4,"['O', ' ', 'X', ' ', 'O', 'X', 'O', ' ', ' ']",0.0,0.0
10,76,O,8,"['O', 'X', 'X', ' ', 'O', 'X', 'O', ' ', 'O']",0.0,0.0
10,77,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
10,77,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",0.0,1.0
10,77,X,5,"['X', ' ', ' ', 'O', ' ', 'X', ' ', 'X', 'O']",0.0,1.0
10,77,X,2,"['X', 'O', 'X', 'O', ' ', 'X', ' ', 'X', 'O']",0.0,1.0
10,77,X,6,"['X', 'O', 'X', 'O', 'O', 'X', 'X', 'X', 'O']",0.0,1.0
10,78,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,78,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,0.0
10,78,O,1,"['O', 'O', ' ', ' ', 'X', ' ', 'O', ' ', 'X']",0.0,0.0
10,78,O,7,"['O', 'O', ' ', ' ', 'X', 'X', 'O', 'O', 'X']",0.0,0.0
10,79,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,79,X,6,"['X', ' ', ' ', ' ', ' ', ' ', 'X', 'O', ' ']",1.0,1.0
10,79,X,3,"['X', ' ', 'O', 'X', ' ', ' ', 'X', 'O', ' ']",0.0,1.0
10,80,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,80,O,7,"['O', ' ', ' ', ' ', 'X', ' ', ' ', 'O', ' ']",0.0,0.0
10,80,O,3,"['O', ' ', ' ', 'O', 'X', ' ', ' ', 'O', 'X']",1.0,1.0
10,80,O,6,"['O', 'X', ' ', 'O', 'X', ' ', 'O', 'O', 'X']",0.0,1.0
10,81,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,81,X,7,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O']",0.0,0.0
10,81,X,3,"['X', ' ', ' ', 'X', ' ', ' ', 'O', 'X', 'O']",0.0,0.0
10,81,X,4,"['X', 'O', ' ', 'X', 'X', ' ', 'O', 'X', 'O']",0.0,0.0
10,81,X,2,"['X', 'O', 'X', 'X', 'X', 'O', 'O', 'X', 'O']",1.0,1.0
10,82,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,82,O,1,"['O', 'O', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
10,82,O,4,"['O', 'O', ' ', ' ', 'O', 'X', ' ', 'X', ' ']",0.0,0.0
10,82,O,3,"['O', 'O', ' ', 'O', 'O', 'X', 'X', 'X', ' ']",0.0,0.0
10,83,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,83,X,1,"['X', 'X', ' ', ' ', ' ', 'O', ' ', ' ', ' ']",0.0,0.0
10,83,X,4,"['X', 'X', ' ', ' ', 'X', 'O', ' ', ' ', 'O']",0.0,0.0
10,83,X,6,"['X', 'X', ' ', 'O', 'X', 'O', 'X', ' ', 'O']",0.0,0.0
10,84,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,84,O,1,"['O', 'O', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
10,84,O,2,"['O', 'O', 'O', ' ', 'X', 'X', ' ', ' ', ' ']",1.0,1.0
10,85,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,85,X,3,"['X', ' ', ' ', 'X', ' ', 'O', ' ', ' ', ' ']",1.0,1.0
10,85,X,4,"['X', ' ', ' ', 'X', 'X', 'O', ' ', 'O', ' ']",0.0,1.0
10,85,X,8,"['X', ' ', ' ', 'X', 'X', 'O', 'O', 'O', 'X']",0.0,1.0
10,86,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,86,O,3,"['O', ' ', ' ', 'O', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
10,86,O,4,"['O', ' ', ' ', 'O', 'O', ' ', 'X', 'X', ' ']",0.0,0.0
10,86,O,1,"['O', 'O', ' ', 'O', 'O', 'X', 'X', 'X', ' ']",0.0,0.0
10,87,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,87,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
10,87,X,2,"['X', ' ', 'X', ' ', 'O', ' ', ' ', 'O', 'X']",0.0,0.0
10,87,X,1,"['X', 'X', 'X', ' ', 'O', ' ', 'O', 'O', 'X']",1.0,1.0
10,88,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
10,88,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,1.0
10,88,O,1,"['O', 'O', 'X', ' ', ' ', 'X', 'O', ' ', ' ']",0.0,1.0
10,88,O,4,"['O', 'O', 'X', 'X', 'O', 'X', 'O', ' ', ' ']",0.0,1.0
10,89,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,89,X,7,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O']",0.0,0.0
10,89,X,3,"['X', ' ', ' ', 'X', ' ', ' ', 'O', 'X', 'O']",0.0,0.0
10,89,X,2,"['X', ' ', 'X', 'X', ' ', 'O', 'O', 'X', 'O']",1.0,1.0
10,89,X,4,"['X', 'O', 'X', 'X', 'X', 'O', 'O', 'X', 'O']",0.0,1.0
10,90,O,7,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', 'O', ' ']",0.0,0.0
10,90,O,8,"[' ', ' ', ' ', ' ', 'X', ' ', ' ', 'O', 'O']",0.0,0.0
10,90,O,5,"[' ', 'X', ' ', ' ', 'X', 'O', ' ', 'O', 'O']",0.0,0.0
10,90,O,2,"[' ', 'X', 'O', 'X', 'X', 'O', ' ', 'O', 'O']",0.0,0.0
10,91,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,91,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
10,91,X,6,"['X', ' ', ' ', 'O', 'O', ' ', 'X', ' ', 'X']",0.0,0.0
10,92,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,92,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
10,92,O,1,"['O', 'O', 'X', ' ', 'X', ' ', 'O', ' ', ' ']",0.0,0.0
10,92,O,5,"['O', 'O', 'X', ' ', 'X', 'O', 'O', ' ', 'X']",0.0,0.0
10,92,O,3,"['O', 'O', 'X', 'O', 'X', 'O', 'O', 'X', 'X']",0.0,0.0
10,93,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,93,X,1,"['X', 'X', ' ', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
10,93,X,2,"['X', 'X', 'X', ' ', ' ', ' ', 'O', ' ', 'O']",0.0,0.0
10,94,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,94,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,0.0
10,94,O,7,"['O', 'X', ' ', ' ', ' ', ' ', 'O', 'O', 'X']",1.0,1.0
10,94,O,3,"['O', 'X', 'X', 'O', ' ', ' ', 'O', 'O', 'X']",1.0,2.0
10,95,X,1,"[' ', 'X', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,95,X,0,"['X', 'X', ' ', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
10,95,X,2,"['X', 'X', 'X', ' ', 'O', ' ', 'O', ' ', ' ']",1.0,1.0
10,96,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,96,O,8,"['O', 'X', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
10,96,O,7,"['O', 'X', ' ', ' ', ' ', ' ', 'X', 'O', 'O']",0.0,0.0
10,96,O,4,"['O', 'X', 'X', ' ', 'O', ' ', 'X', 'O', 'O']",0.0,0.0
10,97,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,97,X,1,"['X', 'X', ' ', ' ', ' ', ' ', 'O', ' ', ' ']",1.0,1.0
10,97,X,2,"['X', 'X', 'X', ' ', 'O', ' ', 'O', ' ', ' ']",0.0,1.0
10,98,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,98,O,7,"['O', ' ', ' ', ' ', 'X', ' ', ' ', 'O', ' ']",0.0,0.0
10,98,O,6,"['O', ' ', ' ', 'X', 'X', ' ', 'O', 'O', ' ']",0.0,0.0
10,98,O,2,"['O', ' ', 'O', 'X', 'X', ' ', 'O', 'O', 'X']",0.0,0.0
10,98,O,5,"['O', 'X', 'O', 'X', 'X', 'O', 'O', 'O', 'X']",0.0,0.0
10,99,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,99,X,7,"['X', ' ', ' ', ' ', ' ', ' ', ' ', 'X', 'O']",1.0,1.0
10,99,X,3,"['X', ' ', ' ', 'X', ' ', ' ', 'O', 'X', 'O']",0.0,1.0
10,99,X,2,"['X', ' ', 'X', 'X', ' ', 'O', 'O', 'X', 'O']",0.0,1.0
10,99,X,1,"['X', 'X', 'X', 'X', 'O', 'O', 'O', 'X', 'O']",0.0,1.0
10,100,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
10,100,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,0.0
10,100,O,7,"['O', ' ', 'X', ' ', ' ', ' ', 'O', 'O', 'X']",0.0,0.0
10,100,O,4,"['O', ' ', 'X', 'X', 'O', ' ', 'O', 'O', 'X']",0.0,0.0
11,1,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,1,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",1.0,1.0
11,1,X,8,"['X', ' ', ' ', 'O', ' ', ' ', 'O', 'X', 'X']",0.0,1.0
11,1,X,4,"['X', ' ', 'O', 'O', 'X', ' ', 'O', 'X', 'X']",0.0,1.0
11,2,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,2,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,2,O,4,"['O', 'X', ' ', 'X', 'O', ' ', ' ', ' ', 'O']",0.0,0.0
11,3,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,3,X,3,"['X', ' ', ' ', 'X', ' ', 'O', ' ', ' ', ' ']",0.0,0.0
11,3,X,8,"['X', ' ', ' ', 'X', 'O', 'O', ' ', ' ', 'X']",0.0,0.0
11,3,X,1,"['X', 'X', ' ', 'X', 'O', 'O', 'O', ' ', 'X']",0.0,0.0
11,4,O,4,"[' ', ' ', ' ', ' ', 'O', ' ', ' ', ' ', ' ']",0.0,0.0
11,4,O,1,"[' ', 'O', ' ', ' ', 'O', ' ', 'X', ' ', ' ']",0.0,0.0
11,4,O,2,"['X', 'O', 'O', ' ', 'O', ' ', 'X', ' ', ' ']",0.0,0.0
11,4,O,3,"['X', 'O', 'O', 'O', 'O', ' ', 'X', ' ', 'X']",0.0,0.0
11,4,O,7,"['X', 'O', 'O', 'O', 'O', 'X', 'X', 'O', 'X']",0.0,0.0
11,5,X,3,"[' ', ' ', ' ', 'X', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,5,X,6,"[' ', ' ', ' ', 'X', ' ', ' ', 'X', 'O', ' ']",0.0,0.0
11,5,X,0,"['X', ' ', 'O', 'X', ' ', ' ', 'X', 'O', ' ']",0.0,0.0
11,6,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,6,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', ' ', 'X']",0.0,0.0
11,6,O,2,"['O', ' ', 'O', ' ', 'X', ' ', 'O', ' ', 'X']",0.0,0.0
11,6,O,1,"['O', 'O', 'O', 'X', 'X', ' ', 'O', ' ', 'X']",0.0,0.0
11,7,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,7,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
11,7,X,8,"['X', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X']",1.0,1.0
11,7,X,2,"['X', 'O', 'X', 'O', ' ', ' ', 'X', 'O', 'X']",1.0,2.0
11,8,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,8,O,1,"['O', 'O', ' ', ' ', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
11,8,O,2,"['O', 'O', 'O', 'X', ' ', 'X', ' ', ' ', ' ']",0.0,0.0
11,9,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,9,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
11,9,X,7,"['X', 'O', ' ', ' ', ' ', 'O', 'X', 'X', ' ']",0.0,0.0
11,9,X,3,"['X', 'O', 'O', 'X', ' ', 'O', 'X', 'X', ' ']",0.0,0.0
11,10,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,10,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
11,10,O,7,"['O', ' ', 'X', ' ', ' ', ' ', 'O', 'O', 'X']",1.0,1.0
11,10,O,3,"['O', 'X', 'X', 'O', ' ', ' ', 'O', 'O', 'X']",0.0,1.0
11,11,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,11,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
11,11,X,5,"['X', 'O', ' ', 'O', ' ', 'X', 'X', ' ', ' ']",0.0,0.0
11,11,X,8,"['X', 'O', 'O', 'O', ' ', 'X', 'X', ' ', 'X']",0.0,0.0
11,11,X,4,"['X', 'O', 'O', 'O', 'X', 'X', 'X', 'O', 'X']",0.0,0.0
11,12,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,12,O,6,"['O', ' ', ' ', ' ', ' ', ' ', 'O', 'X', ' ']",0.0,0.0
11,12,O,5,"['O', 'X', ' ', ' ', ' ', 'O', 'O', 'X', ' ']",1.0,1.0
11,12,O,3,"['O', 'X', ' ', 'O', ' ', 'O', 'O', 'X', 'X']",0.0,1.0
11,13,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,13,X,2,"['X', ' ', 'X', ' ', ' ', 'O', ' ', ' ', ' ']",0.0,0.0
11,13,X,6,"['X', ' ', 'X', ' ', ' ', 'O', 'X', 'O', ' ']",0.0,0.0
11,13,X,4,"['X', ' ', 'X', ' ', 'X', 'O', 'X', 'O', 'O']",0.0,0.0
11,14,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,14,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,14,O,7,"['O', ' ', ' ', 'X', ' ', ' ', 'X', 'O', 'O']",0.0,0.0
11,14,O,2,"['O', ' ', 'O', 'X', 'X', ' ', 'X', 'O', 'O']",0.0,0.0
11,15,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,15,X,6,"['X', ' ', ' ', ' ', ' ', ' ', 'X', 'O', ' ']",1.0,1.0
11,15,X,8,"['X', ' ', ' ', 'O', ' ', ' ', 'X', 'O', 'X']",0.0,1.0
11,15,X,1,"['X', 'X', ' ', 'O', 'O', ' ', 'X', 'O', 'X']",1.0,2.0
11,15,X,5,"['X', 'X', 'O', 'O', 'O', 'X', 'X', 'O', 'X']",0.0,2.0
11,16,O,8,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,16,O,1,"[' ', 'O', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,16,O,6,"[' ', 'O', ' ', 'X', 'X', ' ', 'O', ' ', 'O']",0.0,0.0
11,17,X,7,"[' ', ' ', ' ', ' ', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
11,17,X,4,"[' ', ' ', ' ', ' ', 'X', 'O', ' ', 'X', ' ']",0.0,0.0
11,17,X,0,"['X', ' ', ' ', 'O', 'X', 'O', ' ', 'X', ' ']",0.0,0.0
11,17,X,8,"['X', 'O', ' ', 'O', 'X', 'O', ' ', 'X', 'X']",0.0,0.0
11,18,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,18,O,1,"['O', 'O', ' ', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
11,18,O,2,"['O', 'O', 'O', ' ', 'X', 'X', ' ', ' ', ' ']",1.0,1.0
11,19,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,19,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
11,19,X,7,"['X', ' ', ' ', ' ', 'O', ' ', 'O', 'X', 'X']",1.0,1.0
11,19,X,2,"['X', 'O', 'X', ' ', 'O', ' ', 'O', 'X', 'X']",0.0,1.0
11,19,X,3,"['X', 'O', 'X', 'X', 'O', 'O', 'O', 'X', 'X']",0.0,1.0
11,20,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,20,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,0.0
11,20,O,8,"['O', ' ', 'X', ' ', ' ', ' ', 'O', 'X', 'O']",0.0,0.0
11,20,O,1,"['O', 'O', 'X', ' ', 'X', ' ', 'O', 'X', 'O']",0.0,0.0
11,20,O,5,"['O', 'O', 'X', 'X', 'X', 'O', 'O', 'X', 'O']",0.0,0.0
11,21,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,21,X,4,"['X', ' ', 'O', ' ', 'X', ' ', ' ', ' ', ' ']",0.0,0.0
11,21,X,1,"['X', 'X', 'O', ' ', 'X', 'O', ' ', ' ', ' ']",0.0,0.0
11,21,X,6,"['X', 'X', 'O', 'O', 'X', 'O', 'X', ' ', ' ']",0.0,0.0
11,22,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,22,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,22,O,4,"['O', ' ', 'X', 'X', 'O', ' ', ' ', ' ', 'O']",0.0,0.0
11,23,X,6,"[' ', ' ', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,0.0
11,23,X,8,"[' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ', 'X']",1.0,1.0
11,23,X,4,"[' ', ' ', 'O', 'O', 'X', ' ', 'X', ' ', 'X']",0.0,1.0
11,23,X,1,"['O', 'X', 'O', 'O', 'X', ' ', 'X', ' ', 'X']",1.0,2.0
11,23,X,7,"['O', 'X', 'O', 'O', 'X', 'O', 'X', 'X', 'X']",1.0,3.0
11,24,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
11,24,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,1.0
11,24,O,6,"['O', ' ', ' ', 'X', 'X', ' ', 'O', ' ', 'O']",0.0,1.0
11,24,O,7,"['O', ' ', 'X', 'X', 'X', ' ', 'O', 'O', 'O']",0.0,1.0
11,25,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,25,X,1,"['X', 'X', 'O', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,25,X,4,"['X', 'X', 'O', ' ', 'X', ' ', 'O', ' ', ' ']",0.0,0.0
11,25,X,5,"['X', 'X', 'O', ' ', 'X', 'X', 'O', ' ', 'O']",0.0,0.0
11,26,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
11,26,O,6,"['O', ' ', 'X', ' ', ' ', ' ', 'O', ' ', ' ']",0.0,1.0
11,26,O,3,"['O', ' ', 'X', 'O', 'X', ' ', 'O', ' ', ' ']",-1.0,0.0
11,27,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,27,X,7,"['X', ' ', ' ', 'O', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
11,27,X,4,"['X', ' ', ' ', 'O', 'X', ' ', 'O', 'X', ' ']",0.0,0.0
11,27,X,1,"['X', 'X', ' ', 'O', 'X', ' ', 'O', 'X', 'O']",0.0,0.0
11,28,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,28,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,28,O,4,"['O', ' ', 'X', 'X', 'O', ' ', ' ', ' ', 'O']",0.0,0.0
11,29,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",1.0,1.0
11,29,X,6,"['X', 'O', ' ', ' ', ' ', ' ', 'X', ' ', ' ']",0.0,1.0
11,29,X,8,"['X', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X']",0.0,1.0
11,29,X,4,"['X', 'O', ' ', ' ', 'X', 'O', 'X', 'O', 'X']",0.0,1.0
11,30,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,30,O,7,"['O', ' ', ' ', ' ', 'X', ' ', ' ', 'O', ' ']",1.0,1.0
11,30,O,3,"['O', ' ', ' ', 'O', 'X', ' ', ' ', 'O', 'X']",0.0,1.0
11,30,O,6,"['O', ' ', ' ', 'O', 'X', 'X', 'O', 'O', 'X']",0.0,1.0
11,31,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,31,X,6,"['X', ' ', ' ', ' ', ' ', ' ', 'X', 'O', ' ']",0.0,0.0
11,31,X,8,"['X', 'O', ' ', ' ', ' ', ' ', 'X', 'O', 'X']",0.0,0.0
11,31,X,4,"['X', 'O', 'O', ' ', 'X', ' ', 'X', 'O', 'X']",0.0,0.0
11,32,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,32,O,6,"['O', ' ', ' ', ' ', 'X', ' ', 'O', ' ', ' ']",0.0,0.0
11,32,O,8,"['O', ' ', ' ', ' ', 'X', ' ', 'O', 'X', 'O']",0.0,0.0
11,32,O,3,"['O', ' ', ' ', 'O', 'X', 'X', 'O', 'X', 'O']",0.0,0.0
11,33,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,33,X,8,"['X', ' ', ' ', ' ', 'O', ' ', ' ', ' ', 'X']",0.0,0.0
11,33,X,7,"['X', ' ', ' ', 'O', 'O', ' ', ' ', 'X', 'X']",0.0,0.0
11,34,O,0,"['O', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,34,O,8,"['O', ' ', ' ', 'X', ' ', ' ', ' ', ' ', 'O']",0.0,0.0
11,34,O,7,"['O', ' ', ' ', 'X', ' ', ' ', 'X', 'O', 'O']",0.0,0.0
11,34,O,5,"['O', ' ', 'X', 'X', ' ', 'O', 'X', 'O', 'O']",0.0,0.0
11,34,O,4,"['O', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'O']",0.0,0.0
11,35,X,0,"['X', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']",0.0,0.0
11,35,X,7,"['X', ' ', 'O', ' ', ' ', ' ', ' ', 'X', ' ']",0.0,0.0
11,35,X,6,"['X', ' ', 'O', 'O', ' ', ' ', 'X', 'X', ' ']",1.0,1.0
